,0.precision,0.recall,0.f1-score,0.support,1.precision,1.recall,1.f1-score,1.support,accuracy,macro avg.precision,macro avg.recall,macro avg.f1-score,macro avg.support,weighted avg.precision,weighted avg.recall,weighted avg.f1-score,weighted avg.support,experiment,feats
69,0.8751677852348994,0.7572590011614402,0.8119551681195517,861,0.5485961123110151,0.7319884726224783,0.6271604938271605,347,0.75,0.7118819487729573,0.7446237368919593,0.7195578309733561,1208,0.781359531505936,0.75,0.7588725919776149,1208,experiment_7__model:SVM__context:False__label_config:binary,experiment_7__model:SVM__context:False__label_config:binary
70,0.8134228187919463,0.7799227799227799,0.7963206307490145,777,0.6306695464362851,0.6774941995359629,0.6532438478747205,431,0.7433774834437086,0.7220461826141158,0.7287084897293714,0.7247822393118675,1208,0.7482186297312758,0.7433774834437086,0.7452725401705205,1208,experiment_7__model:SGDClassifier__context:False__label_config:binary,experiment_7__model:SGDClassifier__context:False__label_config:binary
71,0.9033557046979865,0.7315217391304348,0.8084084084084084,920,0.46652267818574517,0.75,0.5752330226364847,288,0.7359271523178808,0.6849391914418659,0.7407608695652175,0.6918207155224465,1208,0.7992100824831475,0.7359271523178808,0.7528169257078173,1208,experiment_7__model:RandomForest__context:False__label_config:binary,experiment_7__model:RandomForest__context:False__label_config:binary
72,0.8778523489932886,0.7622377622377622,0.8159700561447286,858,0.5593952483801296,0.74,0.6371463714637147,350,0.7557947019867549,0.718623798686709,0.7511188811188811,0.7265582138042217,1208,0.7855841493123237,0.7557947019867549,0.7641585580997328,1208,experiment_7__model:XGB__context:False__label_config:binary,experiment_7__model:XGB__context:False__label_config:binary
73,0.9610738255033557,0.6819047619047619,0.7977715877437327,1050,0.2786177105831533,0.8164556962025317,0.41545893719806765,158,0.6995033112582781,0.6198457680432545,0.7491802290536468,0.6066152624709001,1208,0.8718121813333293,0.6995033112582781,0.747767118549846,1208,experiment_7__model:LogisticRegression__context:True__label_config:binary,experiment_7__model:LogisticRegression__context:True__label_config:binary
74,0.9691275167785235,0.6722532588454376,0.793842770753161,1074,0.23974082073434125,0.8283582089552238,0.371859296482412,134,0.6895695364238411,0.6044341687564324,0.7503057339003307,0.5828510336177866,1208,0.8882187276477947,0.6895695364238411,0.7470333456271011,1208,experiment_7__model:SVM__context:True__label_config:binary,experiment_7__model:SVM__context:True__label_config:binary
75,0.8187919463087249,0.7484662576687117,0.782051282051282,815,0.5572354211663066,0.6564885496183206,0.602803738317757,393,0.7185430463576159,0.6880136837375157,0.7024774036435162,0.6924275101845195,1208,0.7336994675165309,0.7185430463576159,0.7237364768465839,1208,experiment_7__model:SGDClassifier__context:True__label_config:binary,experiment_7__model:SGDClassifier__context:True__label_config:binary
76,0.9275167785234899,0.6625119846596357,0.772930648769575,1043,0.23974082073434125,0.6727272727272727,0.3535031847133758,165,0.6639072847682119,0.5836287996289156,0.6676196286934541,0.5632169167414753,1208,0.8335738703817601,0.6639072847682119,0.7156413014440179,1208,experiment_7__model:RandomForest__context:True__label_config:binary,experiment_7__model:RandomForest__context:True__label_config:binary
77,0.8805369127516779,0.7726737338044759,0.8230865746549562,849,0.5831533477321814,0.7520891364902507,0.6569343065693432,359,0.7665562913907285,0.7318451302419297,0.7623814351473632,0.7400104406121497,1208,0.792158849968566,0.7665562913907285,0.7737085413414339,1208,experiment_7__model:XGB__context:True__label_config:binary,experiment_7__model:XGB__context:True__label_config:binary
78,0.9865771812080537,0.6181665264928511,0.7600827300930714,1189,0.019438444924406047,0.47368421052631576,0.03734439834024896,19,0.6158940397350994,0.5030078130662299,0.5459253685095834,0.39871356421666015,1208,0.9713655620115392,0.6158940397350993,0.7487151569943101,1208,experiment_8__model:LogisticRegression__context:False__label_config:binary,experiment_8__model:LogisticRegression__context:False__label_config:binary
79,0.9865771812080537,0.620777027027027,0.7620528771384136,1184,0.03023758099352052,0.5833333333333334,0.05749486652977413,24,0.6200331125827815,0.5084073811007871,0.6020551801801801,0.40977387183409386,1208,0.9675770567004803,0.6200331125827814,0.7480550358680433,1208,experiment_8__model:SVM__context:False__label_config:binary,experiment_8__model:SVM__context:False__label_config:binary
80,1.0,0.6167218543046358,0.7629288274449565,1208,0.0,0.0,0.0,0,0.6167218543046358,0.5,0.3083609271523179,0.38146441372247825,1208,1.0,0.6167218543046358,0.7629288274449565,1208,experiment_8__model:SGDClassifier__context:False__label_config:binary,experiment_8__model:SGDClassifier__context:False__label_config:binary
81,0.9583892617449664,0.6208695652173913,0.7535620052770449,1150,0.058315334773218146,0.46551724137931033,0.10364683301343572,58,0.6134105960264901,0.5083522982590922,0.5431934032983509,0.4286044191452403,1208,0.9151737917413559,0.6134105960264901,0.7223574688604146,1208,experiment_8__model:RandomForest__context:False__label_config:binary,experiment_8__model:RandomForest__context:False__label_config:binary
82,0.9194630872483222,0.6204710144927537,0.7409410492157924,1104,0.09503239740820735,0.4230769230769231,0.15520282186948856,104,0.6034768211920529,0.5072477423282648,0.5217739687848384,0.44807193554264046,1208,0.8484856106395706,0.6034768211920529,0.6905132548084947,1208,experiment_8__model:XGB__context:False__label_config:binary,experiment_8__model:XGB__context:False__label_config:binary
83,0.8751677852348994,0.615675165250236,0.7228381374722839,1059,0.12095032397408208,0.37583892617449666,0.18300653594771243,149,0.5860927152317881,0.49805905460449074,0.49575704571236634,0.45292233670999815,1208,0.7821393069833581,0.5860927152317881,0.6562529482113889,1208,experiment_8__model:LogisticRegression__context:True__label_config:binary,experiment_8__model:LogisticRegression__context:True__label_config:binary
84,0.9798657718120806,0.6175972927241963,0.7576543850544888,1182,0.023758099352051837,0.4230769230769231,0.04498977505112475,26,0.6134105960264901,0.5018119355820662,0.5203371079005596,0.4013220800528068,1208,0.9592872954180734,0.6134105960264901,0.7423155772232906,1208,experiment_8__model:SVM__context:True__label_config:binary,experiment_8__model:SVM__context:True__label_config:binary
85,1.0,0.6167218543046358,0.7629288274449565,1208,0.0,0.0,0.0,0,0.6167218543046358,0.5,0.3083609271523179,0.38146441372247825,1208,1.0,0.6167218543046358,0.7629288274449565,1208,experiment_8__model:SGDClassifier__context:True__label_config:binary,experiment_8__model:SGDClassifier__context:True__label_config:binary
86,0.9503355704697987,0.6226912928759895,0.7523910733262485,1137,0.0734341252699784,0.4788732394366197,0.12734082397003746,71,0.6142384105960265,0.5118848478698885,0.5507822661563045,0.439865948648143,1208,0.8987958332105377,0.6142384105960265,0.7156538484054779,1208,experiment_8__model:RandomForest__context:True__label_config:binary,experiment_8__model:RandomForest__context:True__label_config:binary
87,0.8993288590604027,0.6279287722586692,0.7395143487858721,1067,0.14254859611231102,0.46808510638297873,0.21854304635761593,141,0.609271523178808,0.5209387275863568,0.548006939320824,0.479028697571744,1208,0.8109960634679516,0.609271523178808,0.6787056123269448,1208,experiment_8__model:XGB__context:True__label_config:binary,experiment_8__model:XGB__context:True__label_config:binary
88,0.8953020134228188,0.7427616926503341,0.8119293974437006,898,0.5010799136069114,0.7483870967741936,0.6002587322121604,310,0.7442052980132451,0.6981909635148651,0.7455743947122638,0.7060940648279306,1208,0.7941357460859552,0.7442052980132451,0.7576099386508385,1208,experiment_9__model:LogisticRegression__context:False__label_config:binary,experiment_9__model:LogisticRegression__context:False__label_config:binary
89,0.87248322147651,0.7437070938215103,0.8029647930821495,874,0.5161987041036717,0.7155688622754491,0.5997490589711417,334,0.7359271523178808,0.6943409627900909,0.7296379780484797,0.7013569260266457,1208,0.7739740916730928,0.7359271523178808,0.7467776612998014,1208,experiment_9__model:SVM__context:False__label_config:binary,experiment_9__model:SVM__context:False__label_config:binary
90,0.8,0.7611749680715197,0.7801047120418848,783,0.5961123110151187,0.6494117647058824,0.6216216216216216,425,0.7218543046357616,0.6980561555075594,0.7052933663887011,0.7008631668317532,1208,0.7282679902164119,0.7218543046357616,0.7243470022499876,1208,experiment_9__model:SGDClassifier__context:False__label_config:binary,experiment_9__model:SGDClassifier__context:False__label_config:binary
91,0.9369127516778524,0.7115188583078491,0.8088064889918888,981,0.38876889848812096,0.7929515418502202,0.5217391304347826,227,0.7268211920529801,0.6628408250829867,0.7522352000790347,0.6652728097133357,1208,0.8339088984708416,0.7268211920529801,0.7548625399915054,1208,experiment_9__model:RandomForest__context:False__label_config:binary,experiment_9__model:RandomForest__context:False__label_config:binary
